"","GeneSymbol","log2FoldChange","pvalue","padj"
"2199","SUPT6H",0.174931139748611,0.226227625666023,0.653763883888585
"2200","CORO1B",-0.196212055394058,0.0682624283034048,0.433341152661106
"2201","SLC39A14",-0.0768892765640354,0.657019752341853,0.906283905450334
"2202","AAMP",-0.188876393152599,0.0857899982085402,0.470808879057496
"2203","SH3BP4",0.123686268928045,0.47442416921621,0.824347693507486
"2204","MRPS15",-0.260081696445776,0.0884222649651492,0.475942634448754
"2205","SEC11A",-0.199540937401895,0.147486168111415,0.563336827023437
"2206","SREBF1",0.0796629799331188,0.664892307260857,0.909247594740724
"2207","ARPC4",-0.259211504925542,0.0819349047851275,0.46318894007836
"2208","C11orf58",-0.119272658857319,0.233234885487054,0.659649460659832
"2209","ARHGEF17",0.259824912850017,0.0450294437229788,0.374202253615976
"2210","CTSL",-0.240467641305704,0.0741891229959788,0.4499671314652
"2211","IGLV4-69",0.89113046214479,0.0997720167638654,0.495160847918824
"2212","ATPAF1",-0.386601540402833,0.00293761882800223,0.147015356341707
"2213","SETD1B",0.105128626661187,0.449963578113325,0.810655181566469
"2214","FCGR3A",-0.10330735242027,0.681570734795461,0.915601382160303
"2215","ABHD14B",0.0977452481422825,0.592934104215028,0.879685576600477
"2216","LPP",0.0839365303854342,0.538503919593326,0.856400577748651
"2217","ELF4",-0.28838100464503,0.0340210754064733,0.33621935389755
"2218","RAI2",-0.411568246914406,0.0439445935808033,0.371596473181053
"2219","PITPNA",-0.0142752990686731,0.915887864782556,0.980267042207951
"2220","RAPGEF1",0.27176409067125,0.0450102466167766,0.37417958402238
"2221","CFLAR",-0.332386254953707,0.0103135492570505,0.222529761747567
"2222","FYTTD1",0.0519651602964072,0.68793915694942,0.918707908416553
"2223","NUP98",0.0621629915056427,0.606555189502774,0.885913844078087
"2224","MCRIP1",-0.118013394088156,0.400726731897109,0.785794462665578
"2225","SMARCD3",-0.115444909517336,0.615955288279398,0.890207870816317
"2226","SCP2",-0.377890090856,0.000533199418315351,0.0725406633779926
"2227","FAAP20",-0.172566677315427,0.295732445497129,0.709807855661818
"2228","COMMD6",-0.346016892510568,0.0798716917389274,0.459297604735113
"2229","ANKRD52",0.147296225604825,0.344638905089458,0.747555521855485
"2230","ITPR2",0.000571603136270393,0.997523211299989,0.999130667796135
"2231","EPPK1",0.327683793615852,0.208343085082478,0.63516155970444
"2232","EHMT2",0.0848633270260205,0.451064246746659,0.811287182242249
"2233","SUMO1",-0.320523863865462,0.0057896504196391,0.182077481311389
"2234","NRBP1",-0.0425576450587301,0.669311319808589,0.910965865096217
"2235","ADAMTS9",0.217322054419309,0.417860644087556,0.795015110354471
"2236","RUVBL2",-0.0719600940321101,0.59712364485561,0.881164814817572
"2237","SRP72",0.0200466360114628,0.861115336193436,0.966037435464652
"2238","GBF1",-0.0356637605912163,0.773805882809043,0.942237535168322
"2239","EEIG1",0.167146844713791,0.233861581093403,0.660412459586817
"2240","VPS35",-0.0491948750567325,0.651171760042303,0.904392694656229
"2241","KIAA1671",0.0489354101459214,0.798420982714469,0.947561388024125
"2242","COL14A1",-0.164910857979772,0.573733708222391,0.871580960941293
"2243","FAT1",0.170960026937574,0.404494840438664,0.787229978993185
"2244","IGHV2-5",-0.344308651238091,0.539571078233104,0.857036835672268
"2245","SKIL",0.270413362748466,0.0992413863017883,0.494160982921805
"2246","NASP",-0.0564470979702849,0.681577613485116,0.915601382160303
"2247","TMEM176B",0.0228878973273498,0.930388355361787,0.983486709332823
"2248","GART",0.00120174219123718,0.992197307475633,0.998158523806661
"2249","DCTN2",-0.225503632672491,0.0242109672248602,0.29483871755468
"2250","AP2A1",-0.054164230067318,0.642064764102339,0.901310561656172
"2251","PTEN",-0.0695554259085293,0.678643611747233,0.914410085333716
"2252","CENPB",-0.0679126135157739,0.55952088710194,0.866119527695339
"2253","ACP1",-0.365800603489873,0.00665548677512924,0.191651026021465
"2254","DAB2IP",0.146900125477235,0.317909039152577,0.726493794547601
"2255","IDH3G",-0.313164834706129,0.0501752580871715,0.384872971537064
"2256","THEM6",0.00908990378482632,0.963734984660798,0.991175539880192
"2257","RIOK3",0.0938826262226026,0.599261065806151,0.881363725339741
"2258","EXT1",0.270927234282943,0.0733229395088596,0.448062718031547
"2259","FARSA",-0.169480966618569,0.247599287833599,0.670576024638715
"2260","MRPS35",-0.0794689485387813,0.559326006109433,0.866119527695339
"2261","DCAF12",0.0154584799591789,0.895248921870167,0.974436757637261
"2262","IGF2R",0.373403588294254,0.0071068479922035,0.195592196897691
"2263","DDX39B",0.161031372523071,0.398694202171056,0.784718888703616
"2264","IGHV1-58",1.54046103992848,0.00834889501473276,0.206088156160855
"2265","VEGFB",-0.0996237926916277,0.414345241659034,0.792993071627603
"2266","ARHGAP35",0.0468337212585206,0.770195757550661,0.942237535168322
"2267","WIPI2",0.187810313476691,0.119401831162885,0.525185268670114
"2268","SOX13",0.262443656186599,0.105429767562097,0.502372972822936
"2269","VAMP3",-0.089198946645567,0.453929976264085,0.812220084423345
"2270","NRSN2",0.0512750521618267,0.671978626988984,0.911310068039791
"2271","XPOT",-0.101467259997237,0.28693065332723,0.701502684127264
"2272","MKRN1",-0.190013522951693,0.0721480583613332,0.444349115199103
"2273","SF3A2",-0.109637796909851,0.391444922153833,0.779527445993083
"2274","MTCO1P12",0.0657366936207213,0.687525870770879,0.91847990732724
"2275","SERPINB1",0.00862806214003708,0.961156456882271,0.990328662278745
"2276","GTPBP6",-0.202581378628288,0.218796205674528,0.646010369450977
"2277","CCNA1",-0.534679174812935,0.123325533869493,0.531197185793708
"2278","STK40",-0.114486670410789,0.422357359893562,0.796501600103829
"2279","FMR1",-0.283834192725959,0.0579621378319459,0.40813586945004
"2280","CCL28",-0.451828420462292,0.105957260983114,0.503236984528376
"2281","RNPEPL1",-0.0713746602486915,0.549475290167156,0.86210058646487
"2282","STK35",0.0365371957309151,0.795327387157645,0.946777570938421
"2283","KEAP1",0.038032283742757,0.779629458288723,0.942237535168322
"2284","MAU2",-0.00922681287795836,0.949437542293743,0.987886995379826
"2285","GSK3A",0.0532742959289798,0.669041451017395,0.910803455747877
"2286","ANKH",-0.056269387026286,0.733264842204066,0.933949584007776
"2287","TMEM127",-0.0717693727964755,0.341450741199149,0.745575177423091
"2288","HEG1",0.627608956463724,0.00299857710122985,0.14842630008702
"2289","PRPF19",-0.182072247155689,0.118054888562588,0.52393923383272
"2290","TM7SF2",0.375195746580797,0.0401050966105245,0.358121357018687
"2291","TXNRD1",-0.125509482118543,0.323933526580889,0.731320995244841
"2292","PMEPA1",0.0743080446613708,0.780311419798831,0.942237535168322
"2293","COL10A1",0.332591504947933,0.425422024966987,0.798129116645324
"2294","SLC35A4",-0.0340366013707374,0.750079279766236,0.939777482701353
"2295","SMARCD2",-0.118197156919256,0.313224395263057,0.723741937319694
"2296","SMPD4",0.00648660457333209,0.956399849518401,0.990034370478939
"2297","PDCD6IP",-0.0740384012780051,0.463241925270627,0.818953863639605
"2298","GLUD1",-0.0629726297123767,0.608611818426119,0.887369842876822
"2299","KDM6B",0.476270886838449,0.00394905611068005,0.16137150150117
"2300","MRPS26",-0.12105541462274,0.394586604001972,0.78164803218039
"2301","NRAS",-0.0804920374335176,0.502099231778978,0.838588352805023
"2302","TUG1",0.0712800154852984,0.505421137800535,0.839965492709249
"2303","FXR1",0.0869331230461385,0.383920193489811,0.774134768811983
"2304","ZHX2",0.197970481408924,0.291335690420434,0.705748045743924
"2305","EPRS1",0.125477237596008,0.291995415287933,0.706238338877682
"2306","CD276",-0.056553828413237,0.650669219079864,0.904151127297247
"2307","CCDC124",-0.228461058964074,0.0994680816503878,0.494510900458821
"2308","RGL2",0.207629489675701,0.164143091492594,0.584512786404855
"2309","PDS5A",0.018912694928981,0.85931713778181,0.965903713864968
"2310","FGFR2",0.00607251606925875,0.974298887231119,0.994834871146961
"2311","EPHA2",0.41704613135559,0.0172470155883522,0.265240703408848
"2312","PA2G4",-0.254453616871706,0.0219796387751249,0.286496007560238
"2313","NISCH",0.321760472204117,0.0200023236345494,0.279491262593458
"2314","LYPD2",-0.652485918734028,0.222997129259228,0.650300959667521
"2315","BNIP3L",-0.111988939622107,0.432433834941374,0.800969104794198
"2316","FAM20A",0.227583324638512,0.398460538882903,0.784681347202832
"2317","NAA38",-0.258901169481738,0.14135545998254,0.556024247022734
"2318","TPPP3",0.498101863183399,0.118789970025074,0.524594300422763
"2319","PLEKHB2",-0.0121117907155017,0.921132566679704,0.981265273163498
"2320","PRNP",0.0370182099122211,0.825186318946592,0.955601627578317
"2321","IRS2",0.178125234682567,0.421553138881649,0.796229415317809
"2322","PRCP",-0.176360340573402,0.214529090130069,0.642080223545676
"2323","SPECC1",-0.00202241011214766,0.992188519257847,0.998158523806661
"2324","TPCN1",0.0303690967336703,0.850532702312332,0.963123155728478
"2325","SH3GLB2",0.0308075727583623,0.838314533488867,0.958333085145189
"2326","ABHD4",-0.161161471375058,0.301898501732295,0.714203191713999
"2327","TFAP2A",-0.94303615592727,0.0111368566544457,0.228365869304158
"2328","RRAS",-0.104153827172054,0.572287433967091,0.870888847939204
"2329","SPATS2L",-0.194099766184434,0.254935588348795,0.67565600690112
"2330","CYFIP1",-0.0249037248534353,0.827573404872915,0.955940833175592
"2331","FUBP1",-0.0369089962008016,0.70500146004796,0.923100177591469
"2332","SP100",-0.257283797046245,0.0952086691416909,0.488876293148142
"2333","LSM3",-0.426616732088408,0.00676158149124641,0.192208010745401
"2334","MEGF8",0.17097326310397,0.3920421200122,0.780033012231998
"2335","FNDC3B",0.131676822673165,0.281223828993241,0.697533340035638
"2336","ECI1",-0.185509203482221,0.29300396787698,0.706993431410895
"2337","VARS1",-0.0532670572563563,0.680596590044826,0.915412889285961
"2338","KTN1",-0.0452542924256488,0.703060411861122,0.922938118281115
"2339","HSPH1",-0.117168545383461,0.399777852380545,0.785306254895034
"2340","PALM",0.0703513191653213,0.790878826426241,0.944531483200389
"2341","MAPKAPK2",0.126378898732154,0.230505069863747,0.658194464943917
"2342","NDUFS6",-0.551371917599046,0.00400183761180823,0.161421882417861
"2343","SFT2D2",-0.125563159258123,0.345269504218058,0.748112511717293
"2344","NELFE",-0.183937766264447,0.161138550785014,0.580878125274597
"2345","C1orf198",0.293452081755962,0.0311366877993783,0.326289795298867
"2346","UBE2L3",-0.12455029398417,0.285114632324763,0.700696024455294
"2347","NENF",-0.511016466741688,0.0122456807272822,0.237120730641541
"2348","NSMF",0.0835789396165575,0.585149447154532,0.877529717357966
"2349","MDH1",-0.379622510330006,0.000310106471784676,0.0553841028558552
"2350","PTDSS1",0.102585193192001,0.43081632862785,0.800876363526413
"2351","PLEKHM2",0.0425067302024718,0.726197117353958,0.931618074256801
"2352","ALDH3B2",-0.443511795240695,0.101102186227314,0.496456469511077
"2353","MAFB",0.282576826310861,0.137558260709058,0.551563358185141
"2354","ISCU",-0.241979329968763,0.0429577363162608,0.368301799662432
"2355","PSMB9",-0.432202716835541,0.0915757259453845,0.483624865629603
"2356","LLGL2",0.102017594967306,0.492563877232366,0.833659959082193
"2357","PRR12",0.0796493207517763,0.599305923760336,0.881366469534263
"2358","PHB1",-0.310743390976727,0.0142671340857314,0.250538387959658
"2359","NUB1",-0.22145882197481,0.0857641220263445,0.470808879057496
"2360","CYB561",-0.269441880518193,0.0835101241795788,0.466940556639693
"2361","ITPK1",0.00761007433162521,0.949637034703671,0.987886995379826
"2362","HSPA1B",-0.0216899658736705,0.901715201087184,0.97626730372651
"2363","COL9A2",0.0355717289298426,0.901028427671542,0.976233669539437
"2364","ITGA11",0.432696409776397,0.206899804597805,0.634295447370414
"2365","CHLSN",-0.100066154853932,0.529997024817263,0.852397815682583
"2366","LYZ",-0.202935562764312,0.520354432628984,0.847800487540642
"2367","MCFD2",0.00429437000685242,0.9718409378809,0.994020395509121
"2368","SLC52A2",-0.12558457886552,0.46283012653869,0.818680613092588
"2369","FYN",0.30450021611394,0.1651368484919,0.586144227110758
"2370","PLIN2",-0.244750089235706,0.245277207714067,0.668965993215542
"2371","BCR",0.0949946896414311,0.501863360539092,0.838585284969162
"2372","JPT1",-0.429372406458795,0.0117914008440147,0.232748422524643
"2373","TOB2",0.187212712863643,0.110712565715834,0.512014054525969
"2374","CXADR",0.1964293355072,0.216980654453089,0.644249930629139
"2375","ANXA4",-0.33454914228565,0.0306514173566114,0.325349142186144
"2376","IRF1",-0.0815453572108112,0.704497742070142,0.922938118281115
"2377","TCIRG1",0.212746284812252,0.21163756727096,0.638820981585786
"2378","SRSF7",-0.173600205813759,0.0184315357865729,0.271220526600348
"2379","UBE4B",0.233982028856191,0.11907027690463,0.525162962127525
"2380","TMEM30A",0.257387572565139,0.0294350851171199,0.320443284073294
"2381","NIPSNAP1",-0.0141926307417794,0.92684398681778,0.982773854505995
"2382","SLC35E1",0.111427436478872,0.402022614058654,0.785986902281441
"2383","NUP107",-0.172056204445214,0.0766058360601721,0.454078944765747
"2384","CCNE1",-0.370373850692945,0.128863648800116,0.53903753686014
"2385","RCN1",-0.180739360052278,0.27463132482784,0.691141304839225
"2386","UBE2S",-0.323797125452521,0.0639754953943675,0.421800132141622
"2387","TMEM214",-0.0842660295127099,0.329509002283207,0.736347450759757
"2388","LDHB",-0.268294655098483,0.347814941522097,0.749539999826049
"2389","MICAL2",0.426641247560871,0.0796031864173318,0.459232847850631
"2390","CHCHD7",-0.173935094728216,0.245138977095339,0.668965993215542
"2391","HGS",0.0264296863000745,0.811221338905969,0.951913481042434
"2392","ADI1",-0.236453186643104,0.102305706179697,0.498480711786501
"2393","PPP2R5C",-0.16485899338015,0.117553771249122,0.523592003286945
"2394","MCM3",0.0842971672128315,0.560927189240315,0.866721010578072
"2395","RAP1GAP",-0.124352720803425,0.578504754746621,0.873720171476689
"2396","MAPK8IP1",-0.355580753750493,0.130173733648395,0.541179730739531
"2397","HAX1",-0.156272472052928,0.170174868083373,0.590827170362812
"2398","GALNT1",-0.0809026521542272,0.626862467490861,0.894371901353588
"2399","TMOD1",-0.325423097108524,0.223572585716272,0.650642903480685
"2400","IMPG2",-0.497156046173686,0.308661302044349,0.72022027138211
"2401","NMT1",0.033505137200243,0.731100697048464,0.933394764445887
"2402","NFE2L2",-0.145873266284426,0.148135288634879,0.563573268312677
"2403","NEU1",-0.0674844632829344,0.660839742434789,0.907645928431775
"2404","ADGRA3",0.111838579855598,0.514078525510819,0.845360051613198
"2405","SMC4",0.000472878328055133,0.997759793913338,0.999130667796135
"2406","ABL1",0.141929877242822,0.281983167624103,0.698273304459903
"2407","RUNX1",0.196279353756285,0.305125780523468,0.717036339890944
"2408","LOC100506403",0.196279353756285,0.305125780523468,0.717036339890944
"2409","ARGLU1",-0.0441385587894702,0.77842087504412,0.942237535168322
"2410","RPL13AP5",-0.293099369237525,0.16500868839162,0.585963957526979
"2411","GOT2",-0.0157846405525955,0.890182508547877,0.973892388411033
"2412","TGFB1",0.284720081254672,0.106209536853907,0.503486020105217
"2413","CCL2",-0.359975105158073,0.164583747420693,0.585003557790699
"2414","APEH",-0.052385043501005,0.667632699527337,0.9103234807089
"2415","SPG21",-0.180776560815333,0.0720606793312116,0.444172174282454
"2416","KPNA6",-0.111573903234015,0.296004876826184,0.710117789430008
"2417","TEAD2",-0.0884066258542899,0.566667476223593,0.869546133916651
"2418","BTF3L4",-0.156670904071895,0.175471567102744,0.598066907376889
"2419","FADS1",0.518158880636089,0.0381086189822165,0.351248609848259
"2420","ID1",0.298273337833334,0.333783046084092,0.741160164877891
"2421","LAMTOR4",-0.300865686547025,0.0895442673957628,0.478243007811878
"2422","PPIB",-0.284816551905073,0.050083565181853,0.38485291121589
"2423","CD4",0.146541184336814,0.424869213672981,0.797902838043488
"2424","ATF7IP",0.0638165736756743,0.553619325558908,0.863822008222616
"2425","SLC50A1",-0.0834947235235785,0.568845014788195,0.869806443703141
"2426","GABRE",-0.45492731435367,0.172973417830134,0.595098802759853
"2427","TYMP",0.406238771548787,0.080281694121048,0.460068959035348
"2428","ARID1B",0.2275562268218,0.0556634158575798,0.401228682831286
"2429","AGPAT3",0.00883253540809775,0.949952912271429,0.987886995379826
"2430","TMC6",0.18725237067575,0.223319087109586,0.650642903480685
"2431","APLP1",0.266674675642234,0.428815318991704,0.800352175331572
"2432","FBXL5",-0.225633861767118,0.0458326462881148,0.377077529511394
"2433","GRB2",-0.0441374120780559,0.629710887369625,0.89536312352725
"2434","SLC11A2",-0.0191097058513832,0.868883784722771,0.968624361532854
"2435","TIMMDC1",-0.0233308279741406,0.837807350284564,0.958265354332727
"2436","NUMBL",0.465548899418776,0.0110159646583966,0.227843207679022
"2437","SCYL1",-0.0625565630839101,0.524771863047289,0.84978611368666
"2438","ID3",-0.0995447088433656,0.695038492561406,0.920823147384959
"2439","HACD2",0.154394937584151,0.280528394800417,0.696430546997189
"2440","DVL1",0.0410498137948935,0.791228817449572,0.944725786857304
"2441","LYPD6B",0.0608156602628993,0.805475995448977,0.949239039612697
"2442","MLF1",-0.00960796155917697,0.95974070389468,0.990094456163062
"2443","SH3PXD2A",0.199146907004489,0.306272350585421,0.718053613717381
"2444","XRN2",-0.0619456474121831,0.497568451267309,0.835903224844223
"2445","UGT2B7",0.22486801693654,0.534606333564537,0.854791185660975
"2446","SCAF11",-0.272384507118919,0.0172668879306558,0.265240703408848
"2447","CLIP3",0.523597890200912,0.0236826913173457,0.293766030395806
"2448","TMEM14B",-0.127469533156835,0.488115890436193,0.831645521613072
"2449","PIP4P1",-0.312385830765322,0.049585347850584,0.383881398723106
"2450","AGO2",0.228434132160483,0.143722345455746,0.557897093585266
"2451","SSBP1",-0.342676787059494,0.0247684773206492,0.2985367996001
"2452","SRSF2",-0.0796255482494888,0.351353059276955,0.752148650739317
"2453","ZDHHC12",-0.494225746153055,0.00261737843126499,0.141587709424621
"2454","ADISSP",-0.0487868331853042,0.779157101778161,0.942237535168322
"2455","ACTR1B",0.0614559426395909,0.541240643043899,0.857845584221923
"2456","SUN1",0.275178370367737,0.0339473955028939,0.335925446788219
"2457","TMEM98",0.190764711860015,0.311482477402781,0.722398370903261
"2458","ERC1",-0.0134786225207735,0.931781426608364,0.98377025929722
"2459","GAK",-0.0551826208902775,0.649974042135434,0.903958100953571
"2460","TACC3",-0.247494291376332,0.140909444494101,0.555468085489517
"2461","PRXL2A",-0.0208509497003411,0.885955355689122,0.972153302674902
"2462","RTF2",-0.261362282012658,0.0158769933452551,0.258220018741014
"2463","DPY30",-0.386534830777297,0.0123760072247996,0.237675637242736
"2464","PSMA4",-0.293585958440602,0.0458763666273285,0.377077529511394
"2465","LARP4B",-0.0641011038573201,0.555817782112173,0.865003083059701
"2466","MAD2L2",-0.249698305744816,0.210899772752609,0.637695346944275
"2467","EDNRB",-0.677121128216389,0.0257193430104845,0.303971979912808
"2468","TRIB2",0.238295142110833,0.26902895876815,0.686562258818859
"2469","ANXA6",0.0305792706293554,0.852116667266179,0.963620062728963
"2470","PARVA",0.108200720796407,0.349805939093275,0.750694236344348
"2471","RNF144B",-0.183678172564257,0.42564675896217,0.798295788364735
"2472","PPP6R1",0.0826942357354273,0.482033758467619,0.827988734587156
"2473","ARPP19",-0.194782955519659,0.057886227260703,0.40813586945004
"2474","NDUFA10",-0.335047587381497,0.00444074863396947,0.167420467900723
"2475","SLC7A1",0.00653412128512867,0.966249296697322,0.991944398689378
"2476","HNRNPM",-0.0664978008448379,0.37678746658489,0.771588960934994
"2477","VPS13D",-0.101560951741792,0.571878813185206,0.870888847939204
"2478","SCAMP3",-0.00440885058037339,0.961168016369217,0.990328662278745
"2479","REEP5",-0.130038867014758,0.364202037063075,0.761842651691244
"2480","ILRUN",0.120044039142329,0.287841307483407,0.702623114975183
"2481","TSC22D3",0.364496882939714,0.0666784502991029,0.428734143690327
"2482","ACTR1A",-0.142314317310883,0.219943629498666,0.647069368117478
"2483","EEF1D",0.0701787287357375,0.650104944596836,0.903988793362518
"2484","HERPUD1",0.110513630758206,0.348577084234716,0.750110944668758
"2485","STRN4",0.0200737705296193,0.841252326388387,0.959366211570012
"2486","TMEM94",0.0331703132669133,0.80959876753604,0.951139355624325
"2487","SOS1",0.130362621402837,0.295881206897319,0.710014894455754
"2488","GID8",0.00571217610327915,0.958220891278787,0.99008122632503
"2489","TMED3",-0.205701038270651,0.171692764378647,0.593607194407053
"2490","EIF6",-0.109587901896839,0.431696934319187,0.800876363526413
"2491","METTL9",-0.243452197803045,0.0582144444467141,0.408387850283341
"2492","SLC44A1",-0.0516511434933601,0.673684539681814,0.911953701563215
"2493","EPN3",0.0214522846127381,0.927711555453097,0.982870319321568
"2494","SNX29",-0.0165111787711927,0.90801367115214,0.977642119476891
"2495","CMPK1",-0.137286240810811,0.251303328798378,0.672827201307937
"2496","STC1",0.744089130024187,0.0155636248132898,0.256794158139393
"2497","EXOC3",-0.198723566631827,0.0783718952645544,0.457977773440991
"2498","DARS1",-0.16289655737041,0.129463313075117,0.540353348967967
"2499","IRX3",-0.517042838461807,0.202764297247661,0.629655817699182
"2500","GRSF1",-0.0451580273176775,0.69030427265212,0.919228283167569
"2501","CDKN2C",-0.0781071205242993,0.799200594956327,0.947702817457215
"2502","UNG",-0.184678042681638,0.18008375787803,0.604216906763298
"2503","DMAC1",-0.147654931054396,0.43173193081684,0.800876363526413
"2504","SAE1",-0.196925062707222,0.190331254336073,0.615212135227712
"2505","FZD7",0.212129053173192,0.317617029548866,0.726347147594386
"2506","MTOR",0.232594114638065,0.127248093499585,0.536789445216785
"2507","CD82",-0.00704918550812993,0.969355140991453,0.992901656895573
"2508","DHCR7",0.0798395197549876,0.607590254773619,0.8867195907282
"2509","SNU13",-0.208388548676454,0.137353599551647,0.551453221737661
"2510","HES1",0.0215285371455625,0.920080066971561,0.981142359973429
"2511","UBQLN4",0.207580632879197,0.115543324826403,0.520242635762163
"2512","BZW1",-0.263658406326189,0.0137004475811911,0.247632592716516
"2513","ZFTRAF1",0.159100659358723,0.276813592601916,0.692871500167287
"2514","OLFML3",0.161970861739772,0.473661134082933,0.82399024417828
"2515","CDKN1C",0.693653918875485,0.0036043948925171,0.157317577972168
"2516","ECT2",-0.122660808011864,0.451152669913863,0.811306538406528
"2517","ASF1B",-0.397851375826665,0.0500096761769847,0.38485291121589
"2518","P4HA1",0.0491917054067653,0.773612462837751,0.942237535168322
"2519","CHGA",-1.86380096023485,0.000115197891478938,0.0319933258454453
"2520","STON2",-0.09885197360697,0.65774236749324,0.906305016874322
"2521","DUS1L",-0.0604392019697565,0.653899841444921,0.905560259790846
"2522","WWC1",0.0498175921625737,0.739488602786795,0.936153031771413
"2523","SECTM1",0.189811281324276,0.536631279862785,0.855732674304909
"2524","BLCAP",-0.195831047889609,0.0977396778573732,0.49241076986226
"2525","TSPAN6",-0.144265906803277,0.346299361155622,0.748787261523195
"2526","DCTN1",-0.0919366678593688,0.395433358677356,0.78239535915262
"2527","NRGN",-0.314495505858932,0.289658058611162,0.7046071832597
"2528","TRIM56",0.0752410328573061,0.612585805607484,0.888871471669564
"2529","CTSS",-0.330375756530636,0.12561846418006,0.534767005091054
"2530","TK1",-0.36078378912825,0.0528228681877521,0.394177969110849
"2531","NDUFB10",-0.204363664925902,0.21323141923181,0.64039892200221
"2532","MATN2",-0.13358211990251,0.551484925417763,0.862751325861845
"2533","SLC39A7",0.0820900362764752,0.476889541061057,0.825141297152329
"2534","ATF5",-0.101018723835421,0.582623326360356,0.876111910207251
"2535","PTPN18",-0.0588359958401442,0.65384639129814,0.905560259790846
"2536","GBP4",0.106462587385845,0.722288276697143,0.930930507662593
"2537","M6PR",-0.218182116748806,0.159586094236424,0.578830788801335
"2538","IGLV6-57",-0.0546693828994394,0.917499110628119,0.980305068767495
"2539","LRRC32",0.00154322987590999,0.995006488280896,0.998831238180619
"2540","ICMT",0.0689561772156441,0.566829833526821,0.869546133916651
"2541","VSIR",0.107492522783565,0.59362264407952,0.880075497275772
"2542","SEC61B",-0.428198487381892,0.00711948709658407,0.195592196897691
"2543","MAP1B",-0.171233481663765,0.520906996467404,0.847800487540642
"2544","FAM162A",-0.0681674890856052,0.67884956095527,0.914445441839606
"2545","ATP5MK",-0.295813966587632,0.108751839590216,0.508299073336703
"2546","HSPA4",-0.0435010194522977,0.683936782364073,0.916595510842432
"2547","DDX6",0.0152201716978607,0.873000049763896,0.969206072856157
"2548","MARK2",0.064905898100587,0.534053452556805,0.854638458285694
"2549","MEA1",0.147047007432256,0.324262827874108,0.731458642702515
"2550","GMPR",-0.0845663149317507,0.730578142757426,0.933394764445887
"2551","DRAP1",-0.0983354362936669,0.453492983010958,0.811887746261941
"2552","SERINC1",0.214605829535053,0.0523790610005466,0.391957542761647
"2553","PPP1R11",-0.073077257425044,0.46231226341342,0.818568102512703
"2554","GRIK3",-1.2340274055662,0.0179808201287327,0.269573021719454
"2555","SF3B6",-0.205906363650968,0.151978813517104,0.568950180113461
"2556","ING4",-0.179909902563716,0.234727575412542,0.661089688034333
"2557","TAB2",0.212690038710538,0.0583825676044122,0.409272427020131
"2558","GLYR1",-0.113180243378428,0.331487691704294,0.738517391206272
"2559","MID1IP1",-0.0678849375172525,0.640199443853144,0.900416699538408
"2560","JAG1",0.20514747164744,0.315474263095878,0.724059917263627
"2561","TRIM27",-0.043150640534795,0.697676100614469,0.921899378383184
"2562","TPD52L1",-0.557388341692293,0.00649972680140784,0.190546829584498
"2563","RHPN1",0.256810793125849,0.183263408048826,0.607418076420784
"2564","TMUB1",-0.218995850550754,0.121472668116583,0.528303793952675
"2565","ZNF362",-0.0901691519620417,0.425380289981457,0.798129116645324
"2566","IGLV3-25",0.807457764209254,0.130837151489744,0.542065135852299
"2567","NUP153",-0.000479012073165325,0.997290468523365,0.999130667796135
"2568","PSMA5",-0.339843191264324,0.00655343287709343,0.1906453200609
"2569","CPSF7",0.142573848899166,0.136819060706007,0.550767019709513
"2570","PLXNA2",0.289831197290229,0.181777860111717,0.606337976025593
"2571","CTSH",-0.275215123093185,0.136872189340188,0.550787925250462
"2572","SUSD6",0.184595798515736,0.223183433946812,0.650510278290131
"2573","DERL1",-0.0764235009926402,0.586040158398182,0.877689217804913
"2574","SEPTIN6",-0.136993654837941,0.542535097783378,0.85832444966495
"2575","C5orf15",0.10613313162772,0.36485911244899,0.762682770709453
"2576","APOBEC3C",0.157476166329238,0.401643839430961,0.78584569953627
"2577","DGAT1",-0.0948306083144569,0.568312662184256,0.869631919001151
"2578","ZER1",0.0387398639218508,0.733553271418079,0.933949584007776
"2579","INTS11",-0.0122161134990645,0.924874765932221,0.982106687323802
"2580","EMID1",0.0554518451387708,0.810089291505429,0.951290461524218
"2581","CD163",0.121417248421158,0.651489695732676,0.904592427247229
"2582","MRPL34",-0.222026819450682,0.146331325943363,0.561971637612158
"2583","POLR2J",-0.456391751004324,0.00330342290233439,0.152524329858503
"2584","LEPROT",-0.196407272043554,0.118186999003131,0.524147690289114
"2585","ARHGEF1",0.377828223144019,0.00479555379921374,0.171561477563713
"2586","ANKLE2",0.0234152166785952,0.842676846957753,0.959583899502814
"2587","ZNF207",-0.0877649654029217,0.18972386253232,0.61452232168587
"2588","SOX18",-0.206790447208687,0.398557339204255,0.784681347202832
"2589","MYLK",0.352201761816512,0.0779802879019979,0.457670526505139
"2590","PITRM1",-0.0541629301806653,0.70796825268167,0.924134880987731
"2591","DUSP6",-0.0931892374935877,0.628939152555265,0.894936612984835
"2592","BMPR2",-0.191018255710625,0.148109234215577,0.563573268312677
"2593","FNTA",0.0709975602845734,0.617239367163324,0.890427374960583
"2594","LRATD2",-0.13010372929092,0.453161026547778,0.811887746261941
"2595","GLB1",-0.179093608254983,0.147238332497806,0.563336827023437
"2596","YIF1A",-0.253883185317799,0.0681546444136729,0.433341152661106
